CLCODE,NAME,STNAME,ACTIVE,ESTYMD,NETINC,ASSET,EQ,REPDTE
21,The Lexington State Bank,South Carolina,0,3/10/1966,3718,566911,51807,9/30/1995
21,Bank of Hampton,Georgia,0,2/1/1966,,,,
21,Capitol Bank and Trust Company,Massachusetts,0,3/31/1966,-25313,485550,6528,9/30/1990
42,Banco de Ahorro de Puerto Rico,Puerto Rico,0,4/15/1966,,,,
21,Mark Twain Plaza Bank,Missouri,0,5/9/1966,,,,
21,Community Bank,Texas,0,6/28/1966,-2433,41952,-759,12/31/1989
3,"First of America Bank-Quad Cities, National Association",Illinois,0,7/15/1966,3392,340551,23556,9/30/1994
21,First Bank Southeast of Twin Lakes,Wisconsin,0,8/1/1966,,,,
21,The Peoples Bank,Arizona,0,10/14/1966,,,,
3,"Comerica Bank-Warren, National Association",Michigan,0,11/28/1966,1184,356242,23334,12/31/1987
13,M&I Bank Fox Valley,Wisconsin,0,12/12/1966,7614,979611,72108,12/31/2000
21,Security Trust and Savings Bank,Alabama,0,12/16/1966,92,16813,1452,12/31/1990
21,The American Bank,Georgia,0,1/3/1967,-68,9251,806,9/30/1984
21,Redmond State Bank,Washington,0,1/26/1967,,,,
3,"Trust Company Bank of Cobb County, N.A.",Georgia,0,1/30/1967,826,391618,31047,3/31/1991
21,Middletown Banking Company,New Jersey,0,2/6/1967,,,,
21,Heritage Bank - Racine,Wisconsin,0,2/13/1967,283,56323,3090,9/30/1984
21,M&I Bank of Plover,Wisconsin,0,3/15/1967,238,31681,2362,12/31/1990
3,First National Bank of Brooksville,Florida,0,3/24/1967,,,,
21,Mercantile Regional Bank,Missouri,0,6/8/1967,1449,162712,12500,9/30/1986
21,First American Bank,Tennessee,0,7/1/1967,115,3139,3139,12/31/1988
13,Arkansas State Bank,Arkansas,0,7/19/1967,928,155520,11740,6/30/1998
3,First National Bank of Sturgeon Bay,Wisconsin,0,8/1/1967,297,58882,4448,12/31/1992
3,First Wisconsin National Bank of Mequon,Wisconsin,0,8/14/1967,114,51337,3282,3/31/1991
21,Farmers & Merchants State Bank,Idaho,0,9/19/1967,2161,654083,45546,3/31/2006
21,Bank of Willamette Valley,Oregon,0,9/22/1967,28,27319,2804,3/31/1992
21,Cibolo State Bank,Texas,0,9/15/1967,-570,30624,1045,9/30/1989
3,"Allied Oklahoma Bank, National Association",Oklahoma,0,10/2/1967,-3964,58267,-3283,12/31/1988
21,Heritage Bank and Trust Company,Massachusetts,0,1/17/1968,,,,
3,"Barnett Bank of East Ocala, National Association",Florida,0,2/17/1968,,,,
13,The Liberty Bank of Seattle,Washington,0,5/31/1968,-2133,19146,-1832,3/31/1988
21,Valley of the Rogue Bank,Oregon,0,6/5/1968,3567,347893,35222,9/30/2000
21,Bank of Boston - Middlesex,Massachusetts,0,5/31/1968,1452,277851,17515,6/30/1985
21,Barnett Bank of Fort Walton Beach,Florida,0,6/18/1968,,,,
21,Barnett Bank of Regency,Florida,0,7/16/1968,,,,
3,"Norwest Bank Durango, National Association",Colorado,0,3/1/1955,410,58505,2335,12/31/1994
41,CFX Bank,New Hampshire,0,01/01/1897,5931,2352888,171760,3/31/1998
3,The National Bank of Commerce of South Charleston,West Virginia,0,6/29/1959,726,66596,5606,9/30/1990
42,The Bristol Savings Bank,New Hampshire,0,01/01/1868,,,,
42,Monadnock Savings Bank,New Hampshire,0,01/01/1869,,,,
21,City Bank,Hawaii,0,6/19/1959,6042,2259941,470886,12/31/2004
21,Farmers and Merchants Bank,Pennsylvania,0,7/28/1903,,,,
21,Buckner State Bank,Texas,0,7/15/1959,216,32162,5443,9/30/1995
21,FirstBank,Texas,0,7/29/1959,912,192518,20975,6/30/2000
21,Jackson County State Bank,Missouri,0,8/17/1959,186,68706,4530,12/31/1988
21,Med Center Bank and Trust,Texas,0,8/11/1959,-978,83764,666,9/30/1992
13,Pinnacle Bank,Nebraska,0,12/3/1938,213,20035,1553,9/30/1999
3,"First City Bank-Gateway, National Association",Texas,0,9/12/1959,185,78479,5137,6/30/1988
21,Commerce Bank,Kansas,0,01/01/1888,210,77681,9036,9/30/1993
3,Broadway National Bank of Kansas City,Missouri,0,9/25/1959,,,,
21,Belle State Bank,Missouri,0,4/9/1956,738,63520,4989,12/31/2002
21,Seymour State Bank,Iowa,0,10/2/1959,,,,
21,The Citizens State Bank of McCracken Kans.,Kansas,0,8/9/1909,-8,11396,561,3/31/1986
21,Rooks County State Bank,Kansas,0,1/1/1909,23,6795,924,12/31/1993
13,M&I Community State Bank,Wisconsin,0,11/23/1959,1424,527082,41151,3/31/2001
21,First Bank and Trust of Lake Placid,Florida,0,1/8/1960,,,,
21,Bank of Yakima,Washington,0,1/21/1960,,,,
3,"The Bank of El Paso, National Association",Texas,0,1/18/1960,,,,
21,Century Bank of Gulf Breeze,Florida,0,1/19/1960,,,,
21,First City Bank-Central,Texas,0,2/12/1960,237,71906,4609,6/30/1988
13,Millburn-Short Hills Bank,New Jersey,0,2/27/1960,,,,
3,"Santa Barbara Bank & Trust, National Association",California,0,3/17/1960,77374,5989186,839469,9/30/2012
3,"The First Bankers of Tampa Bay, National Association",Florida,0,4/22/1960,286,119247,8586,3/31/1986
21,Trust Company Bank of Douglas County,Georgia,0,5/9/1960,-268,92393,5413,6/30/1990
21,Mid Valley Bank,Texas,0,5/10/1960,1526,87315,7907,12/31/1991
42,People's Bank,Connecticut,0,01/01/1842,21849,5947819,386615,6/30/1988
42,Canaan Savings Bank,Connecticut,0,01/01/1872,,,,
41,Citizens Bank of Connecticut,Connecticut,0,01/01/1858,28984,4479429,343014,6/30/2007
42,People's Bank,Connecticut,0,01/01/1870,,,,
42,"Citizens Savings Bank of Stamford, Connecticut",Connecticut,0,01/01/1869,-79,182456,9572,6/30/1984
13,Barnett Bank of Fayette County,Georgia,0,3/13/1906,938,89307,8253,9/30/1993
42,Connecticut Savings Bank,Connecticut,0,01/01/1857,-10256,1044990,4713,9/30/1991
41,Gateway Bank,Connecticut,0,06/23/1860,4055,1270743,96023,3/31/1994
42,The Chelsea Savings Bank,Connecticut,0,01/01/1858,,,,
21,McColl State Bank,South Carolina,0,6/1/1932,,,,
41,Centerbank,Connecticut,0,01/08/1850,19719,4025195,239101,9/30/1996
21,The Peoples State Bank,Texas,0,7/9/1960,544,121288,12945,12/31/2004
21,MBank Travis Park,Texas,0,01/01/1892,-2523,106725,6651,9/30/1984
13,First American Bank,Illinois,0,7/15/1960,341,122314,8079,6/30/1999
21,Bank of Brazoria,Texas,0,5/15/1909,-236,24475,257,6/30/1987
21,First Colonial Bank/Northlake,Illinois,0,8/15/1960,-10,44058,3505,3/31/1995
3,"SUNWEST Bank of Roswell, National Association",New Mexico,0,10/3/1960,987,174855,37970,6/30/1997
21,Lincoln Bank,California,0,10/1/1960,,,,
3,First National Bank of Niles,Illinois,0,11/4/1960,5245,267937,25397,12/31/1995
21,First RepublicBank South Fort Worth,Texas,0,12/1/1960,39,103607,6171,3/31/1988
21,Marquette Bank Coon Rapids,Minnesota,0,12/12/1960,185,71924,9844,12/31/1994
21,Sun Bank of Lauderdale Beach,Florida,0,1/11/1961,,,,
21,Commercial Bank and Trust Company,Massachusetts,0,1/3/1961,-79,30274,405,3/31/1994
13,Farmers State Bank of Cut Bank,Montana,0,1/3/1961,120,27624,2451,12/31/1995
3,"MBank Austin North, National Association",Texas,0,1/3/1961,-6393,110797,220,12/31/1987
21,M&I Bank of Hilldale,Wisconsin,0,1/9/1961,1804,357766,26296,6/30/1991
21,Southwest Bank,Louisiana,0,1/5/1961,-943,27923,91,9/30/1997
21,American State Bank,Florida,0,1/19/1961,,,,
3,Portage National Bank,Indiana,0,1/12/1961,,,,
3,Ellis National Bank of Central Florida,Florida,0,2/1/1961,67,100087,10428,3/31/1984
21,Southwest State Bank,Colorado,0,2/6/1961,433,110838,14048,3/31/1996
21,Texas Bank,Texas,0,3/15/1960,-1507,57193,-5897,6/30/1988
21,Lloyds Bank California,California,0,8/14/1944,8197,2950084,190038,6/30/1986
21,Community Bank of Mahomet,Illinois,0,3/17/1961,365,34412,2228,9/30/1991
21,American Bank of Rock Island,Illinois,0,10/29/1968,2509,180955,17183,12/31/1998
21,First Augusta Bank & Trust Company,Georgia,0,12/31/1959,,,,
13,European American Bank,New York,0,1/2/1953,21742,14970671,1041292,6/30/2001
3,Community National Bank,Texas,0,1/2/1969,-1339,118124,5138,9/30/1989
3,First Wisconsin Northwestern National Bank of Milwaukee,Wisconsin,0,3/10/1969,397,41777,2526,9/30/1990
21,Bank of North Texas,Texas,0,2/3/1969,823,149115,9942,9/30/1991
21,Florida Coast Bank of Oceanside,Florida,0,5/6/1969,,,,
21,Alvarado State Bank,Texas,0,5/5/1969,87,21076,1490,6/30/1995
21,Merchants Bank and Trust Company of Cape Cod,Massachusetts,0,6/12/1969,359,52681,3249,12/31/1984
21,"Bank One, LaGrange",Illinois,0,6/13/1969,1672,630077,42545,3/31/1993
21,NBG Clayton Bank,Georgia,0,6/9/1969,,,,
21,United Jersey Bank/Par-Troy,New Jersey,0,7/15/1969,,,,
21,Baytown State Bank,Texas,0,3/14/1969,825,83908,7566,9/30/2000
21,Hacienda Bank,California,0,8/29/1969,,,,
21,NBD Saginaw,Michigan,0,10/9/1969,1397,181395,10377,6/30/1990
21,United Bank of Texas,Texas,0,6/16/1969,-851,208352,449,3/31/1987
21,FirstBank of Wheat Ridge,Colorado,0,10/30/1969,4697,377246,29656,9/30/2010
13,Clifton Trust Bank,Maryland,0,12/1/1969,464,61193,5789,12/31/1991
21,The Larkin Bank,Illinois,0,1/2/1970,406,125013,8006,3/31/1992
21,American Bank of Commerce,Louisiana,0,1/5/1970,-1374,35450,-1051,9/30/1987
21,Texas American Bank/Galleria,Texas,0,1/19/1970,-2022,257535,13476,3/31/1986
21,BancTEXAS Westheimer,Texas,0,2/2/1970,-2074,34073,-11183,3/31/1987
21,Lowell Bank and Trust Company,Massachusetts,0,2/9/1970,,,,
21,University State Bank,Florida,0,2/26/1970,178,22011,2371,6/30/1995
3,First National Bank of Doraville,Georgia,0,4/9/1970,,,,
21,First State Bank of Chicago,Illinois,0,5/1/1970,642,219199,18309,3/31/1996
13,Bankers Trust Company of Rochester,New York,0,6/1/1970,,,,
21,Dixie State Bank,Utah,0,6/15/1970,-724,80443,5209,3/31/1993
21,Farmers and Merchants Bank,Mississippi,0,6/26/1970,575,32038,4631,12/31/1995
3,Madison National Bank of Virginia,Virginia,0,7/1/1970,-2704,174187,-5754,3/31/1991
21,SouthTrust Bank of Henry County,Alabama,0,7/1/1970,179,33263,2832,9/30/1990
3,"Enterprise Bank-West, National Association",Texas,0,7/17/1970,-586,9213,-82,12/31/1987
21,Continental Bank of New Jersey,New Jersey,0,7/20/1970,-39,164435,24793,12/31/1996
21,Continental Bank Mid-America,Wisconsin,0,8/3/1970,,,,
3,Virginia National Bank/Lynchburg,Virginia,0,8/24/1970,,,,
3,"Commerce Bank of St. Francois County, National Association",Missouri,0,8/31/1970,999,101350,7709,12/31/1993
21,The State Bank of Earlville,Iowa,0,1/22/1902,193,16162,1402,12/31/1988
21,First Bank & Trust,Texas,0,9/28/1970,-2081,68665,3220,12/31/1987
21,Barnett Bank of Palm Springs,Florida,0,10/9/1970,,,,
41,Lincoln Savings Bank,Pennsylvania,0,10/8/1970,836,343400,21538,12/31/1994
21,NBC Bank - Spring Branch,Texas,0,10/12/1970,-154,69985,4371,3/31/1987
3,"The Hamilton Bank, National Association",New Jersey,0,10/12/1970,,,,
3,M&I Lake Country National Bank,Wisconsin,0,11/19/1970,206,53044,3699,6/30/1994
21,Osceola State Bank & Trust Co.,Iowa,0,11/24/1970,-368,8590,-53,3/31/1987
3,First National Bank of Southeast Denver,Colorado,0,3/20/1969,-70,133970,11283,3/31/1994
21,North Point State Bank,Illinois,0,12/17/1970,,,,
21,MBank Arlington,Texas,0,1/8/1971,452,177056,8158,6/30/1987
21,FirstBank of Minturn,Colorado,0,1/4/1971,51,6315,492,9/30/1991
21,McNulty Banking Company,Florida,0,1/8/1971,-1469,56604,2998,6/30/1987
21,Mercantile-Safe Deposit and Trust Company,Maryland,0,01/01/1864,60886,8557486,885010,6/30/2007
21,Northshore Bank,Texas,0,1/20/1971,-572,21138,1127,12/31/1988
3,First National Bank of Howard County,Arkansas,0,2/15/1971,420,38460,6987,12/31/2004
13,Barclays Bank of New York,New York,0,3/31/1971,,,,
21,Bank of Woodmoor,Colorado,0,4/7/1971,,,,
21,Red Bird Bank of Dallas,Texas,0,4/30/1971,-1523,38568,619,12/31/1991
21,Burleson State Bank,Texas,0,5/4/1971,554,70409,5974,6/30/1997
21,Heritage Bank and Trust Company,Illinois,0,5/17/1971,223,53543,5073,3/31/1986
21,Lewis and Clark Mercantile Bank,Missouri,0,6/1/1971,733,77761,6708,12/31/1985
21,Valley Bank of Coal Valley,Illinois,0,6/1/1971,-52,15656,433,9/30/1986
3,First National Bank of Hallandale,Florida,0,6/1/1971,,,,
21,Bankers Trust Company of Central New York,New York,0,6/21/1971,,,,
13,Western Bank,New Mexico,0,6/23/1971,7483,288107,26801,12/31/1999
3,"Texas Commerce Bank-Campbell Centre, National Association",Texas,0,6/30/1971,96,95337,4940,3/31/1987
21,The Peoples Bank of the Virgin Islands,Virgin Islands Of The U.S.,0,8/16/1971,,,,
3,The Colonial National Bank,Massachusetts,0,8/24/1971,158,31592,1589,6/30/1984
21,Guaranty Bank and Trust Company,Louisiana,0,9/1/1971,1996,195980,14457,9/30/1994
21,Southeast Bank of Galt Ocean Mile,Florida,0,9/1/1971,,,,
21,The First State Bank of Wiggins,Colorado,0,9/2/1971,85,10420,692,9/30/1994
21,First Marine Bank of Palm Beach Gardens,Florida,0,9/10/1971,,,,
13,First Security Bank of Cary-Grove,Illinois,0,10/8/1971,397,80445,10383,12/31/1996
21,"Key Bank of Wyoming - 120 West Pearl, Jackson, Wyoming 83001",Wyoming,0,10/12/1971,861,201704,18401,3/31/1991
21,The Danbury Bank and Trust Company,Connecticut,0,10/16/1971,,,,
21,Diamond Bank,Missouri,0,9/1/1904,167,19421,2689,3/31/1997
3,"Harris Bank Elk Grove, National Association",Illinois,0,11/15/1971,450,196791,14968,3/31/2005
3,"Citibank (Suffolk), National Association",New York,0,11/24/1971,,,,
21,South Portland Bank & Trust Company,Maine,0,12/13/1971,,,,
21,First RepublicBank Hutchins,Texas,0,12/15/1971,39,48787,2451,3/31/1988
3,"Barnett Bank of Port Charlotte, N. A.",Florida,0,12/20/1971,,,,
21,Indian Springs State Bank,Kansas,0,12/22/1971,,,,
21,Republic Bank,New Mexico,0,1/3/1972,,,,
13,First Virginia Bank of Orange,Virginia,0,1/7/1972,,,,
21,Brenton Bank and Trust Company,Iowa,0,1/3/1972,318,55697,4167,6/30/1991
21,Sun Bank of Broward County,Florida,0,1/7/1972,,,,
21,First Chicago Bank of Arlington Heights,Illinois,0,1/10/1972,9,60374,3148,3/31/1988
21,Community Bank of Northside,Florida,0,2/1/1972,,,,
3,"First Security Bank of Bountiful, National Association",Utah,0,2/7/1972,,,,
21,Bank of Commerce Calhoun County,Texas,0,2/10/1972,42,8870,740,9/30/1989
3,"Premier Bank-Central, National Association",Virginia,0,2/18/1972,3936,304420,27996,9/30/1997
21,Community State Bank of Alexandria,Minnesota,0,2/22/1972,-847,57515,2984,12/31/1994
21,Wasatch Bank,Utah,0,3/9/1972,1247,70928,6891,9/30/1993
21,American Bank of Hollywood,Florida,0,3/29/1972,226,274823,29167,3/31/1998
21,Gavilan Bank,California,0,4/7/1972,,,,
21,First Peninsula Bank and Trust Company,Virginia,0,4/10/1972,,,,
21,Pan American Bank of Miami Beach,Florida,0,5/2/1972,,,,
21,The Island Trust Company,Rhode Island,0,6/21/1972,-377,15960,4642,12/31/1992
21,SUNWEST Bank of Santa Fe,New Mexico,0,5/8/1972,1560,331179,64871,6/30/1997
3,"Montgomery County Bank, National Association",Texas,0,5/17/1972,-2102,48494,-111,12/31/1986
21,Kansas American Bank,Kansas,0,5/26/1972,-152,25707,1539,3/31/1985
21,United Bank,Georgia,0,6/1/1972,1504,79898,9028,12/31/1996
21,Cashion Community Bank,Oklahoma,0,6/1/1972,-511,6681,8,12/31/1987
3,Midlantic National Bank/Parsippany,New Jersey,0,6/5/1972,,,,
21,Liberty Bank of Bedford,Virginia,0,6/23/1972,,,,
21,Brenton Bank,Iowa,0,7/6/1972,976,2005318,286997,12/31/2000
21,Mid-County Bank and Trust,Texas,0,7/10/1972,,,,
21,First State Bank of Magnolia,Texas,0,7/15/1972,-46,11571,-104,3/31/1989
21,Shelby State Bank,Alabama,0,7/13/1972,179,34146,2551,6/30/1986
21,First Colonial Bank of DuPage County,Illinois,0,7/27/1972,-217,63207,7035,3/31/1995
3,"UMB Bank of St. Louis, National Association",Missouri,0,8/1/1972,3940,1081465,72268,6/30/1999
21,Jersey Shore Bank,New Jersey,0,8/1/1972,,,,
3,"Central Bank Pueblo, National Association",Colorado,0,8/7/1972,572,32353,2897,6/30/1993
13,Planters Bank & Trust Company of Virginia,Virginia,0,9/1/1972,2348,827186,102332,3/31/2008
21,Security Trust,Connecticut,0,9/18/1972,298,55074,5095,6/30/1988
3,Hollywood National Bank,Florida,0,9/19/1972,,,,
21,Atlantic Bank of Gainesville,Florida,0,9/21/1972,,,,
3,Colorado National Bank - Fort Collins,Colorado,0,9/25/1972,142,50077,3576,3/31/1993
3,United Jersey Bank/Hillsborough National,New Jersey,0,9/25/1972,595,70397,4199,12/31/1987
21,Sunstar Bank,Illinois,0,10/2/1972,58,29035,3292,3/31/1999
21,First Texas Bank,Texas,0,9/29/1972,390,182258,15785,3/31/2012
3,"Barnett Bank of Brandon, National Association",Florida,0,10/17/1972,,,,
3,"Frost Bank North Austin, National Association",Texas,0,10/18/1972,-5811,55396,102,12/31/1988
13,The Bank of Buckingham,Virginia,0,10/26/1972,,,,
21,People's Bank and Trust,Mississippi,0,5/1/1972,,,,
21,The Bedford Bank,New Hampshire,0,11/27/1972,161,107590,5908,3/31/1989
3,Zions First National Bank of Ogden,Utah,0,11/29/1972,,,,
3,Chase Manhattan Bank of Central New York (National Association),New York,0,12/11/1972,,,,
21,First State Bank of Union,Missouri,0,10/20/1972,,,,
21,Allied Bank of Texas,Texas,0,12/30/1972,-160656,4006185,89039,12/31/1987
21,First Interstate Bank of Port Arthur,Texas,0,12/30/1972,-1624,273616,10250,9/30/1988
21,Centennial State Bank of Colorado,Colorado,0,1/2/1973,-1455,20357,19,3/31/1986
21,Naper Bank Bolingbrook,Illinois,0,1/2/1973,239,37522,2484,9/30/1988
21,Bank of Matteson,Illinois,0,1/2/1973,16,39804,5600,6/30/1999
21,"First American Bank, Murfreesboro",Tennessee,0,1/5/1973,661,117735,7568,12/31/1989
21,Nebraska State Bank of Omaha,Nebraska,0,1/15/1973,3017,269454,25151,9/30/2007
21,Peoples Bank,Arkansas,0,1/18/1973,231,69651,5058,3/31/2002
13,Barnett Bank of the Treasure Coast,Florida,0,2/8/1973,1723,618771,44305,3/31/1996
21,The Security State Bank of Pompano Beach,Florida,0,2/15/1973,,,,
21,Security Bank Oakland County,Michigan,0,2/26/1973,,,,
21,Red River Valley Bank,Louisiana,0,3/15/1973,925,141238,14159,6/30/1994
21,Pacific Coast Bank,California,0,3/9/1973,,,,
21,Ojai Valley Bank,California,0,3/30/1973,695,87903,8015,9/30/2003
13,First Citizens Bank of Florida,Florida,0,3/23/1973,111,31010,2993,3/31/1985
3,"United Bank of Skyline, National Association",Colorado,0,4/2/1973,-119,37625,2294,3/31/1992
3,Capitol National Bank,North Carolina,0,4/2/1973,,,,
3,Success National Bank,Illinois,0,4/2/1973,3024,570819,48455,9/30/2001
3,Love Field National Bank,Texas,0,4/4/1973,-2430,28311,-2996,9/30/1989
13,United Southern Bank of Nashville,Tennessee,0,4/4/1973,,,,
21,Barnett Bank of Jacaranda,Florida,0,4/11/1973,,,,
3,Palm Beach National Bank & Trust Company,Florida,0,4/24/1973,226,360467,33096,9/30/2002
21,Kingswood Trust and Savings Bank,New Hampshire,0,4/24/1973,362,48470,2926,9/30/1984
21,Wright City State Bank,Oklahoma,0,5/1/1973,65,6590,683,9/30/1987
13,Aquia Bank and Trust Company,Virginia,0,4/28/1973,,,,
3,NBC Bank-Laredo National Association,Texas,0,5/4/1973,1478,117434,9715,12/31/2000
21,The Olathe Bank,Kansas,0,5/3/1973,823,85019,6517,12/31/1996
3,First Financial National Bank of Tampa,Florida,0,5/18/1973,,,,
21,Acadian Bank,Louisiana,0,6/12/1973,492,81096,6183,9/30/1997
21,Mount Holly State Bank,New Jersey,0,6/21/1973,542,117128,10116,3/31/1994
21,Statewide Bank,Louisiana,0,1/1/1926,-9523,243215,13578,12/31/2009
38,Tryon Federal Savings and Loan Association,North Carolina,0,11/23/1935,147,118819,10640,9/30/1996
34,"Fedstar Savings Bank, FSB",Virginia,0,11/22/1935,-547,329752,-21113,6/30/1989
38,Colorado County Federal Savings and Loan Association,Texas,0,11/1/1935,-2141,212927,-13040,3/31/1988
33,"First Federal Bank, a federal savings bank",Connecticut,0,12/7/1935,11915,2534323,131266,9/30/1995
37,First Federal Savings and Loan Association of Anderson,South Carolina,0,1/1/1922,2965,351416,35487,9/30/1997
38,Home Federal Savings and Loan Association,Iowa,0,12/1/1935,190,134307,-2202,3/31/1991
36,Workingmens Building and Loan Association of Woodlawn,Pennsylvania,0,1/1/1923,,,,
33,"Great Western Bank, A FSB",California,0,1/1/1919,18378,41584653,2588297,9/30/1997
